economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig,has_account
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,200180998,0.810872660322634,1,32.0,3,5,1.0,,1,1,1.0,1.0,1.0,1,2.0,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2,,,1,1,1,2.0,3.0,,1,1,1.0,2.0,1,2,2,,5,3.0,2.0,2.0,,,,2.0,,,,1,1.0,1.0,1.0,,,1,1.0,1.0,2.0,,,1.0,1,2,1.0,1.0,,,2.0,,,,,,2,2,2,3,2.0,2.0,,1,1,1,1,4,4.0,1,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,169585184,0.79962362801747,1,43.0,2,3,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,2,1,1,2.0,2,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,1,2,3,1.0,2.0,,1,1,4,2,4,4.0,2,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,138225796,1.67418664002861,2,58.0,3,4,2.0,,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,3,2.0,2.0,,1,0,4,4,4,4.0,1,1.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,187931675,0.511000419694427,1,56.0,3,5,2.0,,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,1.0,,1,1,1,2.0,1.0,,1,1,2.0,2.0,2,1,1,,1,2.0,2.0,1.0,1.0,,,1.0,1.0,,,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,2.0,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,3,1,1,1,2.0,1.0,,1,1,1,3,4,4.0,2,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,163336858,0.720195267204026,1,30.0,2,4,2.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,1.0,2.0,2.0,1.0,2,,,1,1,1,2.0,1.0,,2,2,1.0,2.0,2,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,1.0,,1,1,2,4,4,4.0,4,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,137847577,0.911732624104724,2,46.0,2,5,1.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,2.0,2.0,2.0,1.0,1,1.0,,2,2,1,2.0,1.0,,1,2,2.0,2.0,2,2,2,,1,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,2,2,3,2.0,1.0,,1,0,2,4,4,4.0,2,5.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,121917405,1.47136435535136,1,36.0,1,2,2.0,,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,2,1,1,,1,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,1.0,2.0,2.0,1.0,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,2,2,2,2.0,2.0,,1,1,2,4,4,2.0,2,5.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,112937762,0.442570575421998,2,20.0,2,5,2.0,,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,1.0,1.0,,2,2,2.0,2.0,2,2,2,,2,3.0,3.0,1.0,1.0,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,3,3,3,,3.0,,0,0,4,4,4,4.0,2,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,192388176,0.756310090719537,1,34.0,2,5,1.0,,1,1,0.0,,,1,2.0,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2.0,1.0,,1,1,,1.0,2,2,2,2.0,1,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,2,,,,,,1,2.0,2.0,2.0,2.0,2.0,,2,2,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2.0,1.0,,1,0,3,4,4,3.0,4,2.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,111947848,0.285770323779274,1,40.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,1.0,,1,1,1,2.0,1.0,,1,1,2.0,2.0,2,2,2,,6,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1.0,1.0,1.0,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,3,3,3,,2.0,,1,1,1,4,4,4.0,1,2.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,201765428,0.793858984172706,1,26.0,2,3,1.0,,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,1,1,1,,2,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1,1.0,2.0,1.0,,,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,1,4,2,4,4.0,1,2.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,160568615,0.526088959335601,2,33.0,3,4,1.0,,1,1,0.0,1.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,1,1,1,1,3.0,1.0,,0,0,2,3,4,4.0,2,2.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,176176965,3.59034181995605,2,87.0,1,2,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,1,3.0,1.0,,0,0,4,4,4,4.0,2,5.0,2,2,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,135008412,0.3445174324122,2,19.0,2,5,2.0,,1,1,0.0,2.0,2.0,2,,,1.0,1.0,2.0,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,2.0,,1,2,1,3.0,2.0,,1,1,,2.0,1,2,2,,1,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,3,2,2,2,3.0,2.0,,1,1,4,4,4,4.0,2,5.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,140099984,0.331927931566499,2,18.0,2,5,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,4,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,,2,1,1,1,2.0,1.0,,0,0,4,2,4,2.0,4,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,204799094,2.03183450242552,2,70.0,3,5,2.0,,1,1,0.0,1.0,1.0,1,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,1.0,,2,1,2,,,,2,2,,2.0,1,2,2,,1,3.0,3.0,1.0,1.0,,,1.0,1.0,,,1,1.0,2.0,1.0,,,2,,,,,,,2,1,2.0,2.0,2.0,2.0,2.0,,,,,,2,1,2,2,1.0,1.0,,0,1,4,4,3,4.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,117638454,3.59034181995605,2,59.0,3,3,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,2,1,2.0,1.0,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,3,1.0,2.0,,0,0,4,4,4,4.0,2,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,174357973,0.756310090719537,1,29.0,2,4,2.0,,1,1,1.0,1.0,2.0,1,2.0,,1.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2,,,1,1,1,2.0,1.0,,2,2,2.0,2.0,1,2,1,,4,2.0,1.0,1.0,1.0,,,2.0,,,,2,,,,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,1,1,4,4,4.0,4,1.0,2,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,205144463,1.44039053440805,1,26.0,2,5,1.0,,1,1,0.0,,,1,1.0,2.0,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,2.0,1.0,,1,2,,2.0,2,2,1,,1,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,1,2,2,2.0,2.0,,1,1,1,4,4,4.0,2,4.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,124751027,1.37493354341272,2,35.0,2,4,1.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,2.0,,1,1,1,2.0,1.0,,2,2,,2.0,1,2,1,,4,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,2.0,2.0,,2,2,,,,,1.0,1.0,1.0,1.0,,,1,1,2,2,3.0,1.0,,1,1,3,4,4,1.0,2,2.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,210957414,0.65463930921762,2,40.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1,1.0,,1,1,1,1.0,2.0,,1,1,2.0,2.0,2,2,2,,1,3.0,3.0,1.0,1.0,,,2.0,,,,1,1.0,1.0,2.0,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,3,3,3,3,,1.0,,1,1,1,4,4,4.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,120206032,0.79962362801747,1,40.0,2,2,2.0,,1,1,0.0,2.0,1.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,1.0,2.0,,,2.0,,,,,,1,2,2,2,3.0,1.0,,0,1,4,1,4,4.0,4,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,164577364,1.30927861843524,2,40.0,3,5,2.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,1,1,1,1.0,1.0,,1,1,1.0,2.0,2,1,1,,1,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,1,2.0,1.0,2.0,,,1.0,1,2,1.0,2.0,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,1,1,1,4,4.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,194561742,3.59034181995605,2,22.0,1,4,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,2,,,1,1,1,2.0,1.0,,2,2,,2.0,2,2,2,,3,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,0,0,2,4,4,4.0,2,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,159493837,0.305958905678972,1,33.0,2,3,1.0,,1,1,0.0,,,1,2.0,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,1,1,2,2,2.0,1.0,,0,0,1,4,4,4.0,4,5.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,161279413,0.843874408112551,1,18.0,2,4,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,1,0,4,4,4,4.0,2,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,112159692,0.297493743455244,1,50.0,3,5,2.0,,1,1,0.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,1.0,,2,2,2,,,,1,1,,1.0,2,2,2,2.0,1,3.0,3.0,2.0,,,,2.0,,,,1,2.0,1.0,2.0,,,1,1.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,2,3,3,2.0,2.0,,1,0,1,4,4,4.0,1,5.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,140496857,0.208780792561243,1,66.0,3,4,1.0,,1,1,0.0,1.0,1.0,1,1.0,1.0,2.0,1.0,2.0,,,,2.0,,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,1.0,,2,1,1,2.0,1.0,,1,1,,2.0,2,2,2,,1,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,1,1,1.0,2.0,,,2.0,,,,,,1,1,1,2,2.0,1.0,,1,0,4,1,1,4.0,2,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,152385368,0.421937204056275,1,18.0,2,5,2.0,,1,1,0.0,2.0,2.0,1,2.0,,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,3.0,1.0,,1,1,,2.0,2,2,1,,2,1.0,2.0,1.0,1.0,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,3,3,3,,2.0,,1,1,4,4,4,4.0,4,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,140357862,1.67537729588061,1,67.0,3,4,2.0,,1,1,0.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,2.0,,2,1,1,2.0,1.0,,1,2,,2.0,1,1,1,,2,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,1,3,3,2.0,1.0,,1,1,4,2,4,4.0,2,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,177757685,1.86877783319992,1,27.0,2,3,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,2,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,2,2,2.0,1.0,,0,1,4,4,4,4.0,4,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,178642162,3.59034181995605,1,62.0,1,3,2.0,,1,1,0.0,2.0,2.0,1,2.0,,2.0,1.0,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,2.0,2.0,2,2,2,,1,3.0,3.0,1.0,2.0,2.0,2.0,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,1,3,1.0,1.0,,1,0,4,4,4,4.0,2,4.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,127698077,0.215323395257625,2,19.0,2,4,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,1,1.0,,2,2,1,2.0,1.0,,2,2,,2.0,2,2,1,,2,1.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,2,1,1,3.0,1.0,,0,1,4,2,4,4.0,4,5.0,1,1,0,0.0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,198352365,0.328455460560257,1,15.0,2,1,2.0,,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,2.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,0,0,4,4,4,4.0,3,5.0,1,1,0,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,196169121,0.885141150843997,2,22.0,3,5,1.0,,1,1,1.0,2.0,2.0,1,1.0,2.0,1.0,1.0,2.0,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2,,,1,1,1,2.0,1.0,,2,1,1.0,2.0,2,2,1,,2,3.0,3.0,1.0,1.0,,,1.0,1.0,,,1,2.0,2.0,,,1.0,1,2.0,1.0,1.0,,,1.0,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,2,3,3,2.0,2.0,,1,1,1,4,4,2.0,2,1.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,119702623,0.500904717432609,1,17.0,2,3,1.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,,2.0,2.0,2.0,1.0,2,,,2,2,2,,,,2,2,2.0,2.0,1,2,1,,2,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,2,2.0,1.0,,0,1,4,4,4,4.0,4,2.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,187187673,1.02996099798604,1,31.0,3,4,1.0,,1,1,1.0,1.0,2.0,1,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,,,2,1,1,2.0,1.0,,1,1,1.0,2.0,1,1,1,,3,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,2.0,2.0,,,1.0,1,1.0,1.0,2.0,,,1.0,1,2,1.0,2.0,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,1,1,1,4,4.0,2,3.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,196403511,0.547720110106614,2,31.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,2.0,,1,1,1,1.0,2.0,,1,1,,2.0,2,2,2,,1,3.0,3.0,1.0,1.0,,,2.0,,,,1,1.0,1.0,2.0,,,1,2.0,1.0,1.0,,,2.0,2,2,,,,,2.0,,,,,,3,2,2,3,2.0,1.0,,1,1,1,4,4,4.0,1,1.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,164996329,1.94088620410064,1,36.0,2,1,2.0,,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,4,1.0,1.0,2.0,,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,1.0,2.0,,,2.0,,,,,,1,1,2,2,2.0,1.0,,0,1,4,1,4,4.0,2,1.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,136970824,0.365763591556462,1,50.0,3,4,1.0,,1,1,0.0,,,1,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,1,1,2.0,1.0,,1,1,,2.0,1,1,1,,4,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,1,2.0,2.0,,,1.0,1,1.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,1,3,2,2.0,1.0,,1,1,1,4,4,4.0,2,4.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,141289181,0.440524135157971,1,38.0,3,5,1.0,,1,1,0.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,2.0,,1,1,1,2.0,1.0,,1,1,,2.0,2,2,2,,3,2.0,2.0,2.0,,,,2.0,,,,1,2.0,1.0,1.0,,,2,,,,,,,1,1,1.0,2.0,,,2.0,,,,,,1,1,2,1,1.0,2.0,,1,1,4,1,1,4.0,1,5.0,1,1,1,1.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,157709873,1.04528728925079,2,24.0,2,3,1.0,,1,1,1.0,,,1,2.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2,,,2,2,2,,,,1,1,2.0,2.0,1,2,1,,3,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,1,1.0,1.0,1.0,,,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,2,2,2,2,3.0,2.0,,1,1,4,2,4,4.0,1,2.0,1,1,1,0.0,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992.0,125601507,2.53162322433765,1,19.0,2,1,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,1,2.0,1.0,,2,2,,2.0,1,2,1,,2,2.0,2.0,2.0,,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,,2,1,1,1,2.0,1.0,,0,1,4,2,4,2.0,2,2.0,1,1,0,0.0,0
